SA2_CODE21,SA2_NAME21,CHG_FLAG21,CHG_LBL21,SA3_CODE21,SA3_NAME21,SA4_CODE21,SA4_NAME21,GCC_CODE21,GCC_NAME21,STE_CODE21,STE_NAME21,AUS_CODE21,AUS_NAME21,AREASQKM21,LOCI_URI21,WKT
201031016,Maryborough (Vic.),0,No change,20103,Maryborough - Pyrenees,201,Ballarat,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,45.5379,http://linked.data.gov.au/dataset/asgsed3/SA2/201031016,"POLYGON ((143.709086 -37.021502, 143.690508 -37.044771, 143.711715 -37.076635, 143.781767 -37.089915, 143.78103 -37.056312, 143.762346 -37.05971, 143.789138 -37.010416, 143.753209 -37.005128, 143.730968 -37.031733, 143.709086 -37.021502))"
201031017,Maryborough Surrounds,3,Name change,20103,Maryborough - Pyrenees,201,Ballarat,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,1627.5521,http://linked.data.gov.au/dataset/asgsed3/SA2/201031017,"POLYGON ((143.471982 -36.936815, 143.593529 -36.956168, 143.575801 -36.981516, 143.60203 -36.999501, 143.562532 -37.033604, 143.55202 -37.094139, 143.58295 -37.131924, 143.551886 -37.158782, 143.55096 -37.180468, 143.585418 -37.18454, 143.58229 -37.20172, 143.640646 -37.208298, 143.636406 -37.23082, 143.670537 -37.234801, 143.713921 -37.230268, 143.727017 -37.213658, 143.758901 -37.233093, 143.858443 -37.235334, 143.867703 -37.194372, 143.889361 -37.188079, 143.906095 -37.159682, 143.947468 -37.165711, 143.936669 -37.137365, 143.943113 -37.119139, 143.961569 -37.121256, 143.974887 -37.071534, 143.961776 -37.066306, 143.973723 -37.034198, 143.948657 -37.016722, 143.960464 -37.013746, 143.951264 -36.995576, 143.882294 -36.998558, 143.886067 -36.975147, 143.834634 -36.968637, 143.859888 -36.949952, 143.846524 -36.928041, 143.865675 -36.90201, 143.892102 -36.893916, 143.895679 -36.860793, 143.760251 -36.84311, 143.782072 -36.776806, 143.699086 -36.775987, 143.71 -36.729341, 143.670329 -36.704234, 143.635245 -36.704244, 143.631539 -36.73, 143.495441 -36.711375, 143.487094 -36.69876, 143.459587 -36.746576, 143.506897 -36.807905, 143.511008 -36.858827, 143.502024 -36.887102, 143.467387 -36.91147, 143.471982 -36.936815), (143.709086 -37.021502, 143.730968 -37.031733, 143.753209 -37.005128, 143.789138 -37.010416, 143.762346 -37.05971, 143.78103 -37.056312, 143.781767 -37.089915, 143.711715 -37.076635, 143.690508 -37.044771, 143.709086 -37.021502))"
202011018,Bendigo,0,No change,20201,Bendigo,202,Bendigo,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,16.0796,http://linked.data.gov.au/dataset/asgsed3/SA2/202011018,"POLYGON ((144.240996 -36.739399, 144.243805 -36.760105, 144.275017 -36.768706, 144.289075 -36.769355, 144.296869 -36.745114, 144.29113 -36.726473, 144.240996 -36.739399))"
202011019,California Gully - Eaglehawk,0,No change,20201,Bendigo,202,Bendigo,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,32.9308,http://linked.data.gov.au/dataset/asgsed3/SA2/202011019,"POLYGON ((144.215464 -36.708877, 144.240996 -36.739399, 144.29113 -36.726473, 144.302942 -36.687049, 144.291452 -36.685808, 144.244039 -36.679189, 144.240523 -36.698084, 144.215464 -36.708877))"
202011020,East Bendigo - Kennington,0,No change,20201,Bendigo,202,Bendigo,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,17.1489,http://linked.data.gov.au/dataset/asgsed3/SA2/202011020,"POLYGON ((144.296869 -36.745114, 144.289075 -36.769355, 144.303024 -36.783228, 144.319197 -36.781672, 144.325072 -36.754483, 144.347869 -36.725753, 144.310584 -36.727552, 144.296869 -36.745114))"
202011021,Flora Hill - Spring Gully,0,No change,20201,Bendigo,202,Bendigo,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,13.2029,http://linked.data.gov.au/dataset/asgsed3/SA2/202011021,"POLYGON ((144.275017 -36.768706, 144.273732 -36.812478, 144.302661 -36.808199, 144.303024 -36.783228, 144.289075 -36.769355, 144.275017 -36.768706))"
202011022,Kangaroo Flat - Golden Square,0,No change,20201,Bendigo,202,Bendigo,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,40.9147,http://linked.data.gov.au/dataset/asgsed3/SA2/202011022,"POLYGON ((144.243805 -36.760105, 144.217844 -36.795093, 144.203945 -36.830679, 144.231588 -36.852846, 144.254011 -36.845357, 144.273732 -36.812478, 144.275017 -36.768706, 144.243805 -36.760105))"
202011023,Maiden Gully,0,No change,20201,Bendigo,202,Bendigo,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,42.9757,http://linked.data.gov.au/dataset/asgsed3/SA2/202011023,"POLYGON ((144.174623 -36.731784, 144.178841 -36.79021, 144.217844 -36.795093, 144.243805 -36.760105, 144.240996 -36.739399, 144.215464 -36.708877, 144.174623 -36.731784))"
202011024,Strathfieldsaye,0,No change,20201,Bendigo,202,Bendigo,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,56.4142,http://linked.data.gov.au/dataset/asgsed3/SA2/202011024,"POLYGON ((144.303024 -36.783228, 144.302661 -36.808199, 144.386872 -36.827276, 144.38584 -36.812424, 144.421918 -36.814751, 144.423985 -36.803965, 144.387689 -36.799454, 144.399219 -36.767338, 144.379735 -36.762726, 144.384881 -36.744592, 144.376754 -36.739687, 144.344298 -36.764019, 144.325072 -36.754483, 144.319197 -36.781672, 144.303024 -36.783228))"
202011025,White Hills - Ascot,0,No change,20201,Bendigo,202,Bendigo,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,67.7769,http://linked.data.gov.au/dataset/asgsed3/SA2/202011025,"POLYGON ((144.291452 -36.685808, 144.302942 -36.687049, 144.29113 -36.726473, 144.296869 -36.745114, 144.310584 -36.727552, 144.347869 -36.725753, 144.364001 -36.627114, 144.289988 -36.627704, 144.271152 -36.652877, 144.283037 -36.652263, 144.291452 -36.685808))"
202021026,Bendigo Surrounds - South,3,Name change,20202,Heathcote - Castlemaine - Kyneton,202,Bendigo,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,796.8536,http://linked.data.gov.au/dataset/asgsed3/SA2/202021026,"POLYGON ((144.423985 -36.803965, 144.421918 -36.814751, 144.38584 -36.812424, 144.386872 -36.827276, 144.302661 -36.808199, 144.273732 -36.812478, 144.254011 -36.845357, 144.231588 -36.852846, 144.203945 -36.830679, 144.217844 -36.795093, 144.178841 -36.79021, 144.174623 -36.731784, 144.141296 -36.718702, 144.144072 -36.66211, 144.098321 -36.662026, 144.085605 -36.647295, 144.050528 -36.647252, 144.050322 -36.676718, 143.996183 -36.676776, 143.996081 -36.711216, 144.062073 -36.719396, 144.075661 -36.743125, 144.04665 -36.798685, 144.031391 -36.796764, 144.024835 -36.831483, 144.006883 -36.829237, 144.000983 -36.859662, 143.982645 -36.857438, 143.978406 -36.879562, 144.114336 -36.908839, 144.110095 -36.930934, 144.190601 -36.940159, 144.194557 -36.918261, 144.235678 -36.920658, 144.262571 -36.881518, 144.294707 -36.914329, 144.300221 -36.942604, 144.379639 -36.952698, 144.38583 -36.966919, 144.423008 -36.971138, 144.438063 -36.949316, 144.517582 -36.970475, 144.532012 -36.936651, 144.533266 -36.917875, 144.541308 -36.927441, 144.549844 -36.920597, 144.546179 -36.905776, 144.530821 -36.907705, 144.5415 -36.885932, 144.526082 -36.894309, 144.523084 -36.890758, 144.530268 -36.869375, 144.523889 -36.883217, 144.504943 -36.876933, 144.504294 -36.896359, 144.49451 -36.885661, 144.512598 -36.846562, 144.529421 -36.858718, 144.529467 -36.826227, 144.46758 -36.809775, 144.423985 -36.803965))"
202021027,Castlemaine,0,No change,20202,Heathcote - Castlemaine - Kyneton,202,Bendigo,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,83.9291,http://linked.data.gov.au/dataset/asgsed3/SA2/202021027,"POLYGON ((144.247997 -37.051239, 144.200825 -37.034869, 144.191311 -37.061674, 144.173084 -37.059444, 144.167991 -37.074472, 144.190156 -37.078759, 144.186959 -37.121418, 144.212458 -37.135506, 144.245053 -37.108109, 144.300866 -37.119168, 144.302296 -37.078063, 144.284271 -37.047858, 144.247997 -37.051239))"
202021028,Castlemaine Surrounds,3,Name change,20202,Heathcote - Castlemaine - Kyneton,202,Bendigo,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,1514.9804,http://linked.data.gov.au/dataset/asgsed3/SA2/202021028,"POLYGON ((143.895679 -36.860793, 143.892102 -36.893916, 143.865675 -36.90201, 143.846524 -36.928041, 143.859888 -36.949952, 143.834634 -36.968637, 143.886067 -36.975147, 143.882294 -36.998558, 143.951264 -36.995576, 143.960464 -37.013746, 143.948657 -37.016722, 143.973723 -37.034198, 143.961776 -37.066306, 143.974887 -37.071534, 143.961569 -37.121256, 143.943113 -37.119139, 143.936669 -37.137365, 143.947468 -37.165711, 143.906095 -37.159682, 143.889361 -37.188079, 143.949418 -37.194447, 143.958874 -37.220482, 144.001351 -37.250827, 144.038624 -37.270228, 144.062706 -37.252097, 144.074347 -37.147647, 144.190452 -37.166126, 144.185154 -37.195344, 144.276636 -37.20905, 144.292168 -37.163557, 144.374476 -37.173163, 144.367347 -37.157256, 144.390156 -37.159914, 144.393123 -37.135085, 144.407869 -37.135017, 144.436369 -37.165318, 144.478482 -37.155154, 144.464065 -37.168548, 144.52728 -37.177289, 144.541324 -37.114798, 144.530433 -37.100287, 144.55046 -37.054799, 144.54537 -37.013141, 144.522535 -37.00536, 144.549757 -36.931737, 144.532012 -36.936651, 144.517582 -36.970475, 144.438063 -36.949316, 144.423008 -36.971138, 144.38583 -36.966919, 144.379639 -36.952698, 144.300221 -36.942604, 144.294707 -36.914329, 144.262571 -36.881518, 144.235678 -36.920658, 144.194557 -36.918261, 144.190601 -36.940159, 144.110095 -36.930934, 144.114336 -36.908839, 143.978406 -36.879562, 143.982645 -36.857438, 143.895679 -36.860793), (144.247997 -37.051239, 144.284271 -37.047858, 144.302296 -37.078063, 144.300866 -37.119168, 144.245053 -37.108109, 144.212458 -37.135506, 144.186959 -37.121418, 144.190156 -37.078759, 144.167991 -37.074472, 144.173084 -37.059444, 144.191311 -37.061674, 144.200825 -37.034869, 144.247997 -37.051239))"
202021029,Heathcote,0,No change,20202,Heathcote - Castlemaine - Kyneton,202,Bendigo,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,756.8174,http://linked.data.gov.au/dataset/asgsed3/SA2/202021029,"POLYGON ((144.532012 -36.936651, 144.549757 -36.931737, 144.522535 -37.00536, 144.54537 -37.013141, 144.688443 -37.01097, 144.688213 -36.994553, 144.718272 -36.974701, 144.796579 -36.965526, 144.804273 -36.925875, 144.853569 -36.880237, 144.798553 -36.832608, 144.784773 -36.780513, 144.794691 -36.75071, 144.666165 -36.762599, 144.667112 -36.725389, 144.518043 -36.725286, 144.475385 -36.720442, 144.447811 -36.751039, 144.465327 -36.770344, 144.46758 -36.809775, 144.529467 -36.826227, 144.529421 -36.858718, 144.512598 -36.846562, 144.49451 -36.885661, 144.504294 -36.896359, 144.504943 -36.876933, 144.523889 -36.883217, 144.530268 -36.869375, 144.523084 -36.890758, 144.526082 -36.894309, 144.5415 -36.885932, 144.530821 -36.907705, 144.546179 -36.905776, 144.549844 -36.920597, 144.541308 -36.927441, 144.533266 -36.917875, 144.532012 -36.936651))"
202021030,Kyneton,0,No change,20202,Heathcote - Castlemaine - Kyneton,202,Bendigo,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,556.4897,http://linked.data.gov.au/dataset/asgsed3/SA2/202021030,"POLYGON ((144.374476 -37.173163, 144.360339 -37.194034, 144.376129 -37.202228, 144.343993 -37.226213, 144.310406 -37.292773, 144.395743 -37.331567, 144.392771 -37.358136, 144.419037 -37.360494, 144.415264 -37.38247, 144.446394 -37.386059, 144.460576 -37.338586, 144.501012 -37.307074, 144.494121 -37.292203, 144.564602 -37.299481, 144.569462 -37.273553, 144.597338 -37.255452, 144.597157 -37.240556, 144.648912 -37.221293, 144.627717 -37.21533, 144.649713 -37.207134, 144.658762 -37.180754, 144.711813 -37.176427, 144.735224 -37.126501, 144.715369 -37.100324, 144.573929 -37.099116, 144.541324 -37.114798, 144.52728 -37.177289, 144.464065 -37.168548, 144.478482 -37.155154, 144.436369 -37.165318, 144.407869 -37.135017, 144.393123 -37.135085, 144.390156 -37.159914, 144.367347 -37.157256, 144.374476 -37.173163))"
202021031,Woodend,0,No change,20202,Heathcote - Castlemaine - Kyneton,202,Bendigo,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,211.8678,http://linked.data.gov.au/dataset/asgsed3/SA2/202021031,"POLYGON ((144.597338 -37.255452, 144.569462 -37.273553, 144.564602 -37.299481, 144.494121 -37.292203, 144.501012 -37.307074, 144.460576 -37.338586, 144.446394 -37.386059, 144.415264 -37.38247, 144.414947 -37.396834, 144.381973 -37.393314, 144.379284 -37.438775, 144.426402 -37.458868, 144.472425 -37.431545, 144.478205 -37.414213, 144.514233 -37.413877, 144.545506 -37.38275, 144.561639 -37.385526, 144.575925 -37.358923, 144.600288 -37.35954, 144.604405 -37.335464, 144.634299 -37.33631, 144.660172 -37.292959, 144.597338 -37.255452))"
202031032,Bendigo Surrounds - North,3,Name change,20203,Loddon - Elmore,202,Bendigo,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,1440.2175,http://linked.data.gov.au/dataset/asgsed3/SA2/202031032,"POLYGON ((144.291452 -36.685808, 144.283037 -36.652263, 144.271152 -36.652877, 144.289988 -36.627704, 144.364001 -36.627114, 144.347869 -36.725753, 144.325072 -36.754483, 144.344298 -36.764019, 144.376754 -36.739687, 144.384881 -36.744592, 144.379735 -36.762726, 144.399219 -36.767338, 144.387689 -36.799454, 144.423985 -36.803965, 144.46758 -36.809775, 144.465327 -36.770344, 144.447811 -36.751039, 144.475385 -36.720442, 144.518043 -36.725286, 144.53477 -36.688022, 144.525445 -36.659788, 144.589725 -36.594822, 144.59841 -36.574509, 144.587225 -36.557886, 144.610541 -36.555917, 144.60844 -36.528957, 144.626031 -36.527372, 144.611798 -36.497476, 144.67061 -36.45837, 144.670955 -36.442291, 144.658725 -36.44047, 144.674267 -36.425487, 144.668184 -36.406579, 144.629878 -36.40666, 144.430217 -36.411291, 144.415708 -36.396311, 144.369405 -36.407836, 144.358327 -36.38517, 144.330102 -36.385241, 144.329895 -36.370841, 144.301113 -36.370856, 144.266274 -36.458475, 144.121851 -36.473353, 144.121999 -36.495164, 144.094862 -36.495051, 144.095228 -36.52435, 144.074931 -36.530958, 144.074856 -36.545526, 144.104263 -36.545554, 144.076718 -36.560107, 144.104124 -36.574699, 144.086287 -36.574692, 144.086271 -36.603843, 144.047437 -36.603811, 144.058586 -36.632556, 144.092441 -36.632576, 144.085605 -36.647295, 144.098321 -36.662026, 144.144072 -36.66211, 144.141296 -36.718702, 144.174623 -36.731784, 144.215464 -36.708877, 144.240523 -36.698084, 144.244039 -36.679189, 144.291452 -36.685808))"
202031033,Loddon,0,No change,20203,Loddon - Elmore,202,Bendigo,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,6193.3066,http://linked.data.gov.au/dataset/asgsed3/SA2/202031033,"POLYGON ((143.4757 -35.983134, 143.482205 -36.101689, 143.511598 -36.101333, 143.513548 -36.173264, 143.536659 -36.174026, 143.531723 -36.203326, 143.568738 -36.222235, 143.508036 -36.264973, 143.513962 -36.295073, 143.482136 -36.295036, 143.478508 -36.376122, 143.438865 -36.368405, 143.445083 -36.446029, 143.430508 -36.469446, 143.412171 -36.467649, 143.40679 -36.499925, 143.3152 -36.47693, 143.333907 -36.51239, 143.421243 -36.55711, 143.438512 -36.614573, 143.486351 -36.625723, 143.502996 -36.663643, 143.487094 -36.69876, 143.495441 -36.711375, 143.631539 -36.73, 143.635245 -36.704244, 143.670329 -36.704234, 143.71 -36.729341, 143.699086 -36.775987, 143.782072 -36.776806, 143.760251 -36.84311, 143.895679 -36.860793, 143.982645 -36.857438, 144.000983 -36.859662, 144.006883 -36.829237, 144.024835 -36.831483, 144.031391 -36.796764, 144.04665 -36.798685, 144.075661 -36.743125, 144.062073 -36.719396, 143.996081 -36.711216, 143.996183 -36.676776, 144.050322 -36.676718, 144.050528 -36.647252, 144.085605 -36.647295, 144.092441 -36.632576, 144.058586 -36.632556, 144.047437 -36.603811, 144.086271 -36.603843, 144.086287 -36.574692, 144.104124 -36.574699, 144.076718 -36.560107, 144.104263 -36.545554, 144.074856 -36.545526, 144.074931 -36.530958, 144.095228 -36.52435, 144.094862 -36.495051, 144.121999 -36.495164, 144.121851 -36.473353, 144.266274 -36.458475, 144.301113 -36.370856, 144.329895 -36.370841, 144.33184 -36.327705, 144.281735 -36.32771, 144.266791 -36.224783, 144.289243 -36.129174, 144.318674 -36.101185, 144.303939 -36.061291, 144.317848 -36.049826, 144.279947 -36.01327, 144.291409 -35.984414, 144.260057 -35.948994, 144.263124 -35.931376, 144.187293 -35.907556, 144.185003 -35.946684, 143.922571 -35.952796, 143.918473 -35.937397, 143.861716 -35.934873, 143.873997 -35.916061, 143.728396 -35.905852, 143.728251 -35.932468, 143.617825 -35.934838, 143.618061 -35.969398, 143.4757 -35.983134))"
203011034,Bannockburn,0,No change,20301,Barwon - West,203,Geelong,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,192.052,http://linked.data.gov.au/dataset/asgsed3/SA2/203011034,"POLYGON ((144.258321 -38.05979, 144.189736 -38.018881, 144.195346 -37.988866, 144.163376 -37.976616, 144.134149 -38.002591, 144.097171 -38.009755, 144.106025 -38.100507, 144.105368 -38.124734, 144.119403 -38.111282, 144.140332 -38.122168, 144.140345 -38.110378, 144.187297 -38.145896, 144.262382 -38.141256, 144.264854 -38.110553, 144.283873 -38.080361, 144.258321 -38.05979))"
203011035,Golden Plains - South,0,No change,20301,Barwon - West,203,Geelong,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,1484.5293,http://linked.data.gov.au/dataset/asgsed3/SA2/203011035,"POLYGON ((143.894764 -37.788313, 143.812699 -37.782369, 143.808731 -37.802707, 143.74184 -37.781223, 143.698094 -37.795125, 143.690283 -37.826205, 143.661144 -37.823636, 143.651748 -37.853968, 143.66325 -37.870139, 143.636134 -37.926905, 143.665078 -37.930439, 143.654627 -37.988445, 143.637066 -37.971616, 143.622079 -37.982011, 143.647081 -37.987207, 143.656254 -38.007476, 143.628919 -38.023393, 143.829721 -38.02235, 143.818598 -38.080137, 143.828417 -38.092181, 143.809871 -38.127686, 143.900692 -38.138529, 143.908294 -38.104515, 143.979368 -38.130268, 144.106025 -38.100507, 144.097171 -38.009755, 144.134149 -38.002591, 144.163376 -37.976616, 144.195346 -37.988866, 144.189736 -38.018881, 144.258321 -38.05979, 144.246539 -38.016952, 144.23684 -37.942369, 144.202526 -37.938245, 144.213437 -37.901434, 144.248467 -37.87377, 144.230214 -37.83385, 144.210682 -37.824981, 144.222452 -37.810188, 144.176396 -37.802866, 144.060218 -37.795757, 144.054596 -37.832282, 143.958068 -37.827438, 143.894764 -37.788313))"
203011036,Winchelsea,0,No change,20301,Barwon - West,203,Geelong,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,903.2574,http://linked.data.gov.au/dataset/asgsed3/SA2/203011036,"POLYGON ((143.900692 -38.138529, 143.92094 -38.181991, 143.889232 -38.200125, 143.880493 -38.247453, 143.84133 -38.2429, 143.833959 -38.282383, 143.878786 -38.276192, 143.843345 -38.465866, 143.93714 -38.460438, 143.935915 -38.392013, 143.972302 -38.384103, 144.003272 -38.3967, 143.99714 -38.346937, 144.033799 -38.351291, 144.040023 -38.31697, 144.082654 -38.325403, 144.080452 -38.338044, 144.150676 -38.321359, 144.165268 -38.342692, 144.184753 -38.338775, 144.21051 -38.302259, 144.283435 -38.310774, 144.296126 -38.244354, 144.241331 -38.23776, 144.246174 -38.211596, 144.262382 -38.141256, 144.187297 -38.145896, 144.140345 -38.110378, 144.140332 -38.122168, 144.119403 -38.111282, 144.105368 -38.124734, 144.106025 -38.100507, 143.979368 -38.130268, 143.908294 -38.104515, 143.900692 -38.138529))"
203021037,Belmont,0,No change,20302,Geelong,203,Geelong,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,9.3677,http://linked.data.gov.au/dataset/asgsed3/SA2/203021037,"POLYGON ((144.330545 -38.167621, 144.320606 -38.195491, 144.348391 -38.192926, 144.364322 -38.18603, 144.350392 -38.164054, 144.330545 -38.167621))"
203021039,Geelong,0,No change,20302,Geelong,203,Geelong,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,12.8171,http://linked.data.gov.au/dataset/asgsed3/SA2/203021039,"POLYGON ((144.350966 -38.132233, 144.35276 -38.147424, 144.350392 -38.164054, 144.364322 -38.18603, 144.379995 -38.19303, 144.390774 -38.14924, 144.355945 -38.132781, 144.350966 -38.132233))"
203021040,Geelong West - Hamlyn Heights,0,No change,20302,Geelong,203,Geelong,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,32.0375,http://linked.data.gov.au/dataset/asgsed3/SA2/203021040,"POLYGON ((144.350966 -38.132233, 144.305258 -38.097381, 144.264854 -38.110553, 144.262382 -38.141256, 144.291018 -38.157016, 144.317338 -38.144003, 144.35276 -38.147424, 144.350966 -38.132233))"
203021042,Highton,0,No change,20302,Geelong,203,Geelong,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,40.587,http://linked.data.gov.au/dataset/asgsed3/SA2/203021042,"POLYGON ((144.317338 -38.144003, 144.291018 -38.157016, 144.262382 -38.141256, 144.246174 -38.211596, 144.320606 -38.195491, 144.330545 -38.167621, 144.317338 -38.144003))"
203021043,Lara,0,No change,20302,Geelong,203,Geelong,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,588.6012,http://linked.data.gov.au/dataset/asgsed3/SA2/203021043,"POLYGON ((144.246539 -38.016952, 144.351421 -38.014704, 144.340524 -38.064398, 144.358661 -38.066592, 144.35793 -38.047992, 144.41665 -38.056218, 144.399331 -38.07475, 144.444948 -38.091803, 144.478745 -38.076684, 144.506852 -38.091495, 144.515175 -38.046042, 144.558669 -38.037528, 144.591584 -38.004432, 144.548412 -37.974303, 144.495645 -37.974262, 144.474024 -37.935668, 144.480803 -37.890316, 144.453749 -37.867189, 144.444067 -37.864021, 144.421815 -37.846574, 144.406363 -37.800921, 144.399125 -37.815219, 144.361994 -37.810816, 144.353313 -37.845291, 144.322836 -37.8447, 144.296022 -37.819552, 144.222452 -37.810188, 144.210682 -37.824981, 144.230214 -37.83385, 144.248467 -37.87377, 144.213437 -37.901434, 144.202526 -37.938245, 144.23684 -37.942369, 144.246539 -38.016952))"
203021044,Leopold,0,No change,20302,Geelong,203,Geelong,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,27.9287,http://linked.data.gov.au/dataset/asgsed3/SA2/203021044,"POLYGON ((144.456744 -38.158108, 144.423262 -38.231111, 144.457958 -38.209825, 144.486925 -38.216987, 144.501267 -38.19238, 144.49779 -38.161101, 144.456744 -38.158108))"
203021045,Newcomb - Moolap,0,No change,20302,Geelong,203,Geelong,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,43.2941,http://linked.data.gov.au/dataset/asgsed3/SA2/203021045,"POLYGON ((144.390774 -38.14924, 144.379995 -38.19303, 144.399391 -38.219626, 144.412828 -38.214141, 144.423262 -38.231111, 144.456744 -38.158108, 144.425604 -38.1238, 144.416907 -38.155128, 144.390774 -38.14924))"
203021046,Newtown (Vic.),0,No change,20302,Geelong,203,Geelong,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,5.8078,http://linked.data.gov.au/dataset/asgsed3/SA2/203021046,"POLYGON ((144.35276 -38.147424, 144.317338 -38.144003, 144.330545 -38.167621, 144.350392 -38.164054, 144.35276 -38.147424))"
203021047,North Geelong - Bell Park,0,No change,20302,Geelong,203,Geelong,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,21.9321,http://linked.data.gov.au/dataset/asgsed3/SA2/203021047,"POLYGON ((144.283873 -38.080361, 144.264854 -38.110553, 144.305258 -38.097381, 144.350966 -38.132233, 144.355945 -38.132781, 144.361612 -38.105123, 144.376696 -38.100751, 144.334888 -38.093373, 144.283873 -38.080361))"
203021485,Charlemont,1,New,20302,Geelong,203,Geelong,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,18.1166,http://linked.data.gov.au/dataset/asgsed3/SA2/203021485,"POLYGON ((144.348391 -38.192926, 144.332334 -38.248637, 144.350766 -38.250525, 144.35638 -38.221738, 144.399391 -38.219626, 144.379995 -38.19303, 144.364322 -38.18603, 144.348391 -38.192926))"
203021486,Corio - Lovely Banks,1,New,20302,Geelong,203,Geelong,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,74.351,http://linked.data.gov.au/dataset/asgsed3/SA2/203021486,"POLYGON ((144.283873 -38.080361, 144.334888 -38.093373, 144.337199 -38.081535, 144.382512 -38.087032, 144.399331 -38.07475, 144.41665 -38.056218, 144.35793 -38.047992, 144.358661 -38.066592, 144.340524 -38.064398, 144.351421 -38.014704, 144.246539 -38.016952, 144.258321 -38.05979, 144.283873 -38.080361))"
203021487,Grovedale - Mount Duneed,1,New,20302,Geelong,203,Geelong,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,37.588,http://linked.data.gov.au/dataset/asgsed3/SA2/203021487,"POLYGON ((144.348391 -38.192926, 144.320606 -38.195491, 144.246174 -38.211596, 144.241331 -38.23776, 144.296126 -38.244354, 144.332334 -38.248637, 144.348391 -38.192926))"
203021488,Norlane,1,New,20302,Geelong,203,Geelong,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,6.4625,http://linked.data.gov.au/dataset/asgsed3/SA2/203021488,"POLYGON ((144.382512 -38.087032, 144.337199 -38.081535, 144.334888 -38.093373, 144.376696 -38.100751, 144.382512 -38.087032))"
203031048,Clifton Springs,0,No change,20303,Surf Coast - Bellarine Peninsula,203,Geelong,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,65.1496,http://linked.data.gov.au/dataset/asgsed3/SA2/203031048,"POLYGON ((144.585904 -38.134737, 144.555631 -38.155675, 144.49779 -38.161101, 144.501267 -38.19238, 144.555912 -38.202691, 144.640908 -38.196312, 144.649202 -38.152594, 144.585904 -38.134737))"
203031049,Lorne - Anglesea,0,No change,20303,Surf Coast - Bellarine Peninsula,203,Geelong,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,447.9915,http://linked.data.gov.au/dataset/asgsed3/SA2/203031049,"POLYGON ((144.184753 -38.338775, 144.165268 -38.342692, 144.150676 -38.321359, 144.080452 -38.338044, 144.082654 -38.325403, 144.040023 -38.31697, 144.033799 -38.351291, 143.99714 -38.346937, 144.003272 -38.3967, 143.972302 -38.384103, 143.935915 -38.392013, 143.93714 -38.460438, 143.843345 -38.465866, 143.834943 -38.510561, 143.85529 -38.523948, 143.851925 -38.544686, 143.824538 -38.566574, 143.946112 -38.579404, 143.974354 -38.565224, 143.979734 -38.532263, 144.036504 -38.475762, 144.104764 -38.469242, 144.132308 -38.435287, 144.184022 -38.428686, 144.182886 -38.416848, 144.229345 -38.398371, 144.23426 -38.372934, 144.204077 -38.380799, 144.203108 -38.340917, 144.184753 -38.338775))"
203031051,Portarlington,0,No change,20303,Surf Coast - Bellarine Peninsula,203,Geelong,2RVIC,Rest of Vic.,2,Victoria,AUS,Australia,71.8555,http://linked.data.gov.au/dataset/asgsed3/SA2/203031051,"POLYGON ((144.681288 -38.201178, 144.702549 -38.200189, 144.700749 -38.219741, 144.719636 -38.173242, 144.720206 -38.146618, 144.692736 -38.120257, 144.631388 -38.107372, 144.585904 -38.134737, 144.649202 -38.152594, 144.640908 -38.196312, 144.681288 -38.201178))"
